symbol,skip_at,distance_pct_at_skip,price_at_skip,ema20_at_skip,check_price_24h,hours_to_check,delta_24h_pct,peak_24h_pct,verdict,notes
ORCA/USDT,2026-04-26 15:23:43,27.00,1.546,1.217361,1.681,24.2,+8.73,+20.63,blocked winner (5-10%),
ZBT/USDT,2026-04-26 15:23:43,30.14,0.1931,0.148382,0.1711,24.2,-11.39,+42.67,AVOIDED big loss (-10%+),
D/USDT,2026-04-26 15:23:43,18.43,0.01438,0.012142,0.01273,24.2,-11.47,+11.27,AVOIDED big loss (-10%+),
ORCA/USDT,2026-04-26 15:23:44,27.00,1.546,1.217361,1.681,24.2,+8.73,+20.63,blocked winner (5-10%),
D/USDT,2026-04-26 15:54:12,26.42,0.0155,0.012261,0.01272,24.2,-17.94,+3.23,AVOIDED big loss (-10%+),
ZBT/USDT,2026-04-26 15:54:13,33.62,0.1991,0.149001,0.1742,24.2,-12.51,+38.37,AVOIDED big loss (-10%+),
ORCA/USDT,2026-04-26 15:54:13,22.78,1.488,1.211932,1.865,24.2,+25.34,+25.34,BLOCKED big winner (+10%+),
ZBT/USDT,2026-04-26 15:54:13,33.62,0.1991,0.149001,0.1741,24.2,-12.56,+38.37,AVOIDED big loss (-10%+),
ZBT/USDT,2026-04-26 16:24:44,37.84,0.2145,0.155611,0.1802,24.2,-15.99,+28.44,AVOIDED big loss (-10%+),
ZBT/USDT,2026-04-26 16:24:45,37.84,0.2145,0.155611,0.1801,24.2,-16.04,+28.44,AVOIDED big loss (-10%+),
ZBT/USDT,2026-04-26 16:55:14,53.87,0.2436,0.158316,0.1866,24.2,-23.40,+13.10,AVOIDED big loss (-10%+),
D/USDT,2026-04-26 16:55:14,21.54,0.01525,0.012548,0.01291,24.2,-15.34,+4.92,AVOIDED big loss (-10%+),
ZBT/USDT,2026-04-26 16:55:14,53.87,0.2436,0.158316,0.1872,24.2,-23.15,+13.10,AVOIDED big loss (-10%+),
ZBT/USDT,2026-04-26 17:25:43,61.41,0.2576,0.159592,0.1872,24.2,-27.33,+5.24,AVOIDED big loss (-10%+),
D/USDT,2026-04-26 17:25:43,25.97,0.0159,0.012622,0.01297,24.2,-18.43,-0.63,AVOIDED big loss (-10%+),
ZBT/USDT,2026-04-26 17:25:44,61.41,0.2576,0.159592,0.187,24.2,-27.41,+5.24,AVOIDED big loss (-10%+),
ZBT/USDT,2026-04-26 17:56:12,67.13,0.2687,0.160773,0.1919,24.2,-28.58,+0.89,AVOIDED big loss (-10%+),
ZBT/USDT,2026-04-26 17:56:12,67.13,0.2687,0.160773,0.1919,24.2,-28.58,+0.89,AVOIDED big loss (-10%+),
ZBT/USDT,2026-04-26 18:26:43,61.83,0.2585,0.159735,0.1926,24.4,-25.49,+2.21,AVOIDED big loss (-10%+),
ZBT/USDT,2026-04-26 18:26:43,61.83,0.2585,0.159735,0.1926,24.4,-25.49,+2.21,AVOIDED big loss (-10%+),
ZBT/USDT,2026-04-26 18:42:46,60.20,0.2555,0.159487,0.1924,24.1,-24.70,+3.41,AVOIDED big loss (-10%+),
D/USDT,2026-04-26 18:42:46,23.80,0.01559,0.012593,0.01291,24.1,-17.19,+0.00,AVOIDED big loss (-10%+),
ZBT/USDT,2026-04-26 18:42:47,60.20,0.2555,0.159487,0.1924,24.1,-24.70,+3.41,AVOIDED big loss (-10%+),
ZBT/USDT,2026-04-26 19:13:56,55.65,0.247,0.158687,0.2049,24.3,-17.04,+6.96,AVOIDED big loss (-10%+),
ZBT/USDT,2026-04-26 19:13:57,55.65,0.247,0.158687,0.2049,24.3,-17.04,+6.96,AVOIDED big loss (-10%+),
ZBT/USDT,2026-04-26 19:44:34,56.60,0.249,0.159001,0.1944,24.2,-21.93,+6.10,AVOIDED big loss (-10%+),
LDO/USDT,2026-04-26 19:44:34,19.02,0.4671,0.392451,0.3953,24.2,-15.37,-0.51,AVOIDED big loss (-10%+),
ZBT/USDT,2026-04-26 19:44:35,56.60,0.249,0.159001,0.1944,24.2,-21.93,+6.10,AVOIDED big loss (-10%+),
ZBT/USDT,2026-04-26 20:15:08,49.45,0.2509,0.167888,0.1965,24.2,-21.68,+5.30,AVOIDED big loss (-10%+),
ZBT/USDT,2026-04-26 20:15:08,49.45,0.2509,0.167888,0.1965,24.2,-21.68,+5.30,AVOIDED big loss (-10%+),
ZBT/USDT,2026-04-26 20:45:41,42.95,0.2384,0.166773,0.191,24.2,-19.88,+10.82,AVOIDED big loss (-10%+),
ZBT/USDT,2026-04-26 20:45:41,42.95,0.2384,0.166773,0.191,24.2,-19.88,+10.82,AVOIDED big loss (-10%+),
ZBT/USDT,2026-04-26 21:16:12,48.90,0.2499,0.167831,0.1953,24.2,-21.85,+4.48,AVOIDED big loss (-10%+),
ZBT/USDT,2026-04-26 21:16:13,48.90,0.2499,0.167831,0.1955,24.2,-21.77,+4.48,AVOIDED big loss (-10%+),
ZBT/USDT,2026-04-26 21:46:45,48.74,0.2496,0.167812,0.2006,24.2,-19.63,+4.61,AVOIDED big loss (-10%+),
ZBT/USDT,2026-04-26 21:46:45,48.74,0.2496,0.167812,0.2006,24.2,-19.63,+4.61,AVOIDED big loss (-10%+),
ZBT/USDT,2026-04-26 22:17:17,49.61,0.2513,0.167973,0.1971,24.2,-21.57,-6.09,AVOIDED big loss (-10%+),
ZBT/USDT,2026-04-26 22:17:17,49.61,0.2513,0.167973,0.1971,24.2,-21.57,-6.09,AVOIDED big loss (-10%+),
ZBT/USDT,2026-04-26 22:47:49,38.94,0.2306,0.165973,0.1937,24.2,-16.00,+2.34,AVOIDED big loss (-10%+),
LUNC/USDT,2026-04-26 23:18:20,17.01,6.048e-05,5.2e-05,6.762e-05,24.2,+11.81,+13.08,BLOCKED big winner (+10%+),
ZBT/USDT,2026-04-26 23:18:20,35.46,0.224,0.165364,0.1943,24.2,-13.26,+3.75,AVOIDED big loss (-10%+),
LUNC/USDT,2026-04-26 23:48:52,18.10,6.113e-05,5.2e-05,6.689e-05,24.2,+9.42,+11.88,blocked winner (5-10%),
LUNC/USDT,2026-04-27 00:49:54,18.76,6.281e-05,5.3e-05,6.923e-05,24.2,+10.22,+14.58,BLOCKED big winner (+10%+),
ZBT/USDT,2026-04-27 00:49:54,27.85,0.2171,0.169813,0.1912,24.2,-11.93,+5.48,AVOIDED big loss (-10%+),
LUNC/USDT,2026-04-27 01:50:59,17.80,6.225e-05,5.3e-05,6.827e-05,24.2,+9.67,+15.61,blocked winner (5-10%),
LUNC/USDT,2026-04-27 02:21:29,18.09,6.238e-05,5.3e-05,6.67e-05,24.2,+6.93,+15.37,blocked winner (5-10%),
LUNC/USDT,2026-04-27 02:52:01,17.72,6.216e-05,5.3e-05,6.97e-05,24.2,+12.13,+15.78,BLOCKED big winner (+10%+),
LUNC/USDT,2026-04-27 03:22:33,21.83,6.463e-05,5.3e-05,6.783e-05,24.2,+4.95,+11.36,blocked small gain,
LUNC/USDT,2026-04-27 03:53:04,17.06,6.179e-05,5.3e-05,6.648e-05,24.2,+7.59,+16.48,blocked winner (5-10%),
LUMIA/USDT,2026-04-27 14:34:27,23.68,0.1801,0.145624,0.1788,24.2,-0.72,+1.33,avoided small loss,
LUMIA/USDT,2026-04-27 15:04:59,17.81,0.1703,0.144557,0.1746,24.2,+2.52,+7.16,blocked small gain,
LUMIA/USDT,2026-04-27 15:35:32,19.70,0.1733,0.144776,0.1802,24.2,+3.98,+5.31,blocked small gain,
LUMIA/USDT,2026-04-27 16:06:10,17.03,0.1732,0.148001,0.1802,24.2,+4.04,+6.00,blocked small gain,
ORCA/USDT,2026-04-27 16:36:42,48.98,2.016,1.353215,1.599,24.2,-20.68,-1.19,AVOIDED big loss (-10%+),
LUMIA/USDT,2026-04-27 17:37:44,18.21,0.1749,0.147963,0.1794,24.2,+2.57,+4.97,blocked small gain,
ORCA/USDT,2026-04-27 17:37:44,38.87,1.857,1.337215,1.618,24.2,-12.87,+1.02,AVOIDED big loss (-10%+),
LUMIA/USDT,2026-04-27 18:08:15,18.09,0.1747,0.147935,0.1792,24.2,+2.58,+5.09,blocked small gain,
ORCA/USDT,2026-04-27 18:08:15,31.03,1.737,1.325691,1.632,24.2,-6.04,+8.00,avoided medium loss (5-10%),
LUMIA/USDT,2026-04-27 18:18:10,17.05,0.1731,0.147887,0.1792,24.1,+3.52,+6.07,blocked small gain,
ORCA/USDT,2026-04-27 18:18:10,29.44,1.712,1.322644,1.632,24.1,-4.67,+9.58,avoided small loss,
LUMIA/USDT,2026-04-27 18:48:41,17.70,0.1742,0.148001,0.1818,24.1,+4.36,+5.40,blocked small gain,
LUMIA/USDT,2026-04-27 18:59:26,17.69,0.1742,0.14802,0.179,24.4,+2.76,+5.40,blocked small gain,
LUMIA/USDT,2026-04-27 18:59:26,17.69,0.1742,0.14802,0.179,24.4,+2.76,+5.40,blocked small gain,
ORCA/USDT,2026-04-28 00:33:00,26.46,1.729,1.367236,1.644,24.4,-4.92,+8.50,avoided small loss,
APE/USDT,2026-04-28 07:39:59,26.51,0.1884,0.148923,0.153,24.4,-18.79,-0.16,AVOIDED big loss (-10%+),
ORCA/USDT,2026-04-28 12:44:49,23.21,1.758,1.426837,1.669,24.4,-5.06,+4.10,avoided medium loss (5-10%),
ORCA/USDT,2026-04-28 13:15:20,18.16,1.676,1.418361,1.744,24.4,+4.06,+9.19,blocked small gain,
ORCA/USDT,2026-04-28 13:45:50,19.12,1.692,1.420361,1.715,24.4,+1.36,+8.16,blocked small gain,
ORCA/USDT,2026-04-28 14:16:19,23.33,1.76,1.427123,1.726,24.4,-1.93,+0.28,avoided small loss,
ORCA/USDT,2026-04-28 14:46:48,21.23,1.726,1.423694,1.675,24.4,-2.95,+2.78,avoided small loss,
ZKP/USDT,2026-04-28 17:18:57,21.27,0.103,0.084938,0.0932,24.4,-9.51,+7.28,avoided medium loss (5-10%),
ZKP/USDT,2026-04-28 17:20:18,23.75,0.1053,0.08509,0.0932,24.4,-11.49,+4.94,AVOIDED big loss (-10%+),
ZKP/USDT,2026-04-28 17:50:47,18.20,0.0999,0.084519,0.0914,24.4,-8.51,+10.61,avoided medium loss (5-10%),
ZKP/USDT,2026-04-28 18:21:18,18.88,0.1006,0.084624,0.0899,24.4,-10.64,+9.84,AVOIDED big loss (-10%+),
ZKP/USDT,2026-04-28 18:51:49,21.89,0.1034,0.084833,0.09,24.1,-12.96,+6.87,AVOIDED big loss (-10%+),
BROCCOLI714/USDT,2026-04-28 18:51:49,21.81,0.01992,0.016353,0.01767,24.1,-11.30,+13.60,AVOIDED big loss (-10%+),
ZKP/USDT,2026-04-28 18:51:50,21.89,0.1034,0.084833,0.09,24.1,-12.96,+6.87,AVOIDED big loss (-10%+),
ZKP/USDT,2026-04-28 19:22:20,25.68,0.1071,0.085214,0.0889,24.1,-16.99,+1.59,AVOIDED big loss (-10%+),
BROCCOLI714/USDT,2026-04-28 19:22:20,22.87,0.02013,0.016383,0.01785,24.1,-11.33,+12.42,AVOIDED big loss (-10%+),
ORCA/USDT,2026-04-28 19:22:21,17.20,1.687,1.439378,1.629,24.1,-3.44,+5.16,avoided small loss,
ORCA/USDT,2026-04-28 19:22:21,17.20,1.687,1.439378,1.629,24.1,-3.44,+5.16,avoided small loss,
ZKP/USDT,2026-04-28 19:22:22,25.68,0.1071,0.085214,0.0889,24.1,-16.99,+1.59,AVOIDED big loss (-10%+),
ZKP/USDT,2026-04-28 19:52:52,26.46,0.1078,0.085243,0.0887,24.1,-17.72,+0.93,AVOIDED big loss (-10%+),
BROCCOLI714/USDT,2026-04-28 19:52:53,22.51,0.02007,0.016383,0.01798,24.1,-10.41,+12.76,AVOIDED big loss (-10%+),
ZKP/USDT,2026-04-28 19:52:56,26.46,0.1078,0.085243,0.0887,24.1,-17.72,+0.93,AVOIDED big loss (-10%+),
BROCCOLI714/USDT,2026-04-28 20:23:26,18.51,0.01977,0.016682,0.01804,24.1,-8.75,+14.47,avoided medium loss (5-10%),
ZKP/USDT,2026-04-28 20:23:26,18.51,0.1032,0.087082,0.0898,24.1,-12.98,+2.42,AVOIDED big loss (-10%+),
BROCCOLI714/USDT,2026-04-28 20:23:27,18.51,0.01977,0.016682,0.01804,24.1,-8.75,+14.47,avoided medium loss (5-10%),
BROCCOLI714/USDT,2026-04-28 20:53:56,19.85,0.02003,0.016713,0.01813,24.1,-9.49,+12.98,avoided medium loss (5-10%),
ZKP/USDT,2026-04-28 20:53:56,20.67,0.1053,0.087263,0.0899,24.1,-14.62,+0.38,AVOIDED big loss (-10%+),
BROCCOLI714/USDT,2026-04-28 20:53:57,19.85,0.02003,0.016713,0.01813,24.1,-9.49,+12.98,avoided medium loss (5-10%),
BROCCOLI714/USDT,2026-04-28 21:24:26,23.29,0.0207,0.016789,0.01814,24.1,-12.37,+9.32,AVOIDED big loss (-10%+),
BIO/USDT,2026-04-28 21:24:26,18.08,0.0365,0.030911,0.0335,24.1,-8.22,+3.01,avoided medium loss (5-10%),
BROCCOLI714/USDT,2026-04-28 21:24:27,23.29,0.0207,0.016789,0.01814,24.1,-12.37,+9.32,AVOIDED big loss (-10%+),
BROCCOLI714/USDT,2026-04-28 21:54:56,26.87,0.02137,0.016843,0.0182,24.1,-14.83,+5.90,AVOIDED big loss (-10%+),
ZKP/USDT,2026-04-28 21:54:56,18.04,0.1027,0.087006,0.0897,24.1,-12.66,+0.29,AVOIDED big loss (-10%+),
BIO/USDT,2026-04-28 21:54:56,18.08,0.0365,0.030911,0.034,24.1,-6.85,+3.01,avoided medium loss (5-10%),
BIO/USDT,2026-04-28 21:54:57,18.08,0.0365,0.030911,0.034,24.1,-6.85,+3.01,avoided medium loss (5-10%),
BROCCOLI714/USDT,2026-04-28 21:54:57,26.87,0.02137,0.016843,0.0182,24.1,-14.83,+5.90,AVOIDED big loss (-10%+),
BROCCOLI714/USDT,2026-04-28 22:25:26,24.39,0.0209,0.016802,0.01825,24.1,-12.68,+8.28,AVOIDED big loss (-10%+),
BROCCOLI714/USDT,2026-04-28 22:25:26,24.39,0.0209,0.016802,0.01825,24.1,-12.68,+8.28,AVOIDED big loss (-10%+),
BROCCOLI714/USDT,2026-04-28 22:55:56,23.57,0.02074,0.016784,0.01809,24.1,-12.78,+9.11,AVOIDED big loss (-10%+),
BROCCOLI714/USDT,2026-04-28 22:55:56,23.57,0.02074,0.016784,0.01809,24.1,-12.78,+9.11,AVOIDED big loss (-10%+),
BROCCOLI714/USDT,2026-04-28 23:26:26,25.50,0.02112,0.016829,0.01783,24.1,-15.58,+7.15,AVOIDED big loss (-10%+),
BIO/USDT,2026-04-28 23:26:26,19.80,0.0371,0.030968,0.034,24.1,-8.36,-1.08,avoided medium loss (5-10%),
BIO/USDT,2026-04-28 23:26:27,19.80,0.0371,0.030968,0.034,24.1,-8.36,-1.08,avoided medium loss (5-10%),
BROCCOLI714/USDT,2026-04-28 23:26:27,25.50,0.02112,0.016829,0.01783,24.1,-15.58,+7.15,AVOIDED big loss (-10%+),
BROCCOLI714/USDT,2026-04-28 23:56:56,28.56,0.02169,0.016871,0.01793,24.1,-17.34,+4.33,AVOIDED big loss (-10%+),
BIO/USDT,2026-04-28 23:56:57,17.76,0.0364,0.030911,0.0338,24.1,-7.14,+0.82,avoided medium loss (5-10%),
BROCCOLI714/USDT,2026-04-28 23:56:57,28.56,0.02169,0.016871,0.01793,24.1,-17.34,+4.33,AVOIDED big loss (-10%+),
BROCCOLI714/USDT,2026-04-29 00:27:25,28.55,0.02233,0.017371,0.0181,24.1,-18.94,-12.32,AVOIDED big loss (-10%+),
BROCCOLI714/USDT,2026-04-29 00:27:26,28.55,0.02233,0.017371,0.0181,24.1,-18.94,-12.32,AVOIDED big loss (-10%+),
BROCCOLI714/USDT,2026-04-29 00:57:55,19.97,0.02065,0.017212,0.01802,24.1,-12.74,-5.18,AVOIDED big loss (-10%+),
BROCCOLI714/USDT,2026-04-29 00:57:56,19.97,0.02065,0.017212,0.01802,24.1,-12.74,-5.18,AVOIDED big loss (-10%+),
SOLV/USDT,2026-04-29 11:07:46,20.80,0.00502,0.004156,0.00476,24.1,-5.18,+9.56,avoided medium loss (5-10%),
SOLV/USDT,2026-04-29 11:07:46,20.80,0.00502,0.004156,0.00476,24.1,-5.18,+9.56,avoided medium loss (5-10%),
SOLV/USDT,2026-04-29 11:38:15,18.19,0.00489,0.004137,0.00474,24.1,-3.07,+12.47,avoided small loss,
SOLV/USDT,2026-04-29 11:38:16,18.19,0.00489,0.004137,0.00474,24.1,-3.07,+12.47,avoided small loss,
LUMIA/USDT,2026-04-29 15:11:44,21.10,0.2083,0.172013,0.1493,24.0,-28.32,+4.03,AVOIDED big loss (-10%+),
LUMIA/USDT,2026-04-29 15:42:14,21.39,0.2088,0.172013,0.1507,24.0,-27.83,+3.78,AVOIDED big loss (-10%+),
LUMIA/USDT,2026-04-29 16:12:47,21.15,0.2134,0.176141,0.1507,24.0,-29.38,-5.44,AVOIDED big loss (-10%+),
AI/USDT,2026-04-29 20:27:30,29.50,0.0261,0.020154,0.0203,24.4,-22.22,+8.43,AVOIDED big loss (-10%+),
AI/USDT,2026-04-29 20:27:30,29.50,0.0261,0.020154,0.0203,24.4,-22.22,+8.43,AVOIDED big loss (-10%+),
AI/USDT,2026-04-29 21:28:37,29.07,0.026,0.020144,0.0206,24.5,-20.77,+8.85,AVOIDED big loss (-10%+),
AI/USDT,2026-04-29 22:29:46,32.23,0.0267,0.020192,0.0208,24.0,-22.10,+5.99,AVOIDED big loss (-10%+),
AI/USDT,2026-04-30 00:01:28,22.91,0.0253,0.020585,0.0203,24.0,-19.76,+11.86,AVOIDED big loss (-10%+),
AI/USDT,2026-04-30 00:32:04,23.45,0.0254,0.020575,0.0207,24.0,-18.50,+11.42,AVOIDED big loss (-10%+),
AI/USDT,2026-04-30 01:02:39,24.68,0.0257,0.020613,0.0206,24.0,-19.84,+10.12,AVOIDED big loss (-10%+),
AI/USDT,2026-04-30 01:33:16,22.96,0.0253,0.020575,0.0206,24.0,-18.58,+11.86,AVOIDED big loss (-10%+),
AI/USDT,2026-04-30 02:03:53,20.87,0.0248,0.020518,0.0208,24.0,-16.13,+14.11,AVOIDED big loss (-10%+),
AI/USDT,2026-04-30 02:34:27,20.33,0.0247,0.020528,0.021,24.2,-14.98,+14.57,AVOIDED big loss (-10%+),
AI/USDT,2026-04-30 02:34:29,20.33,0.0247,0.020528,0.021,24.2,-14.98,+14.57,AVOIDED big loss (-10%+),
BIO/USDT,2026-04-30 03:05:02,22.86,0.0402,0.03272,0.0403,24.2,+0.25,+14.93,blocked small gain,
AI/USDT,2026-04-30 03:05:03,17.73,0.0241,0.02047,0.0208,24.2,-13.69,+17.43,AVOIDED big loss (-10%+),
BIO/USDT,2026-04-30 03:05:04,22.86,0.0402,0.03272,0.0403,24.2,+0.25,+14.93,blocked small gain,
BIO/USDT,2026-04-30 03:35:39,21.47,0.0397,0.032682,0.0401,24.3,+1.01,+16.37,blocked small gain,
BIO/USDT,2026-04-30 03:35:40,21.47,0.0397,0.032682,0.0401,24.3,+1.01,+16.37,blocked small gain,
BIO/USDT,2026-04-30 04:06:13,19.13,0.0397,0.033325,0.0409,24.3,+3.02,+16.37,blocked small gain,
BIO/USDT,2026-04-30 04:36:46,23.30,0.0413,0.033496,0.0405,24.3,-1.94,+11.86,avoided small loss,
BIO/USDT,2026-04-30 04:36:47,23.30,0.0413,0.033496,0.0405,24.3,-1.94,+11.86,avoided small loss,
BIO/USDT,2026-04-30 05:07:21,20.19,0.0401,0.033363,0.042,24.3,+4.74,+15.21,blocked small gain,
BIO/USDT,2026-04-30 05:07:22,20.19,0.0401,0.033363,0.042,24.3,+4.74,+15.21,blocked small gain,
BIO/USDT,2026-04-30 05:37:55,22.28,0.0409,0.033449,0.0413,24.3,+0.98,+12.96,blocked small gain,
BIO/USDT,2026-04-30 05:37:55,22.28,0.0409,0.033449,0.0413,24.3,+0.98,+12.96,blocked small gain,
BIO/USDT,2026-04-30 06:08:28,27.04,0.0427,0.03361,0.041,24.3,-3.98,+8.20,avoided small loss,
BIO/USDT,2026-04-30 06:08:29,27.04,0.0427,0.03361,0.041,24.3,-3.98,+8.20,avoided small loss,
BIO/USDT,2026-04-30 06:39:04,23.10,0.0412,0.033468,0.0405,24.3,-1.70,+12.14,avoided small loss,
BIO/USDT,2026-04-30 06:39:05,23.10,0.0412,0.033468,0.0405,24.3,-1.70,+12.14,avoided small loss,
BIO/USDT,2026-04-30 07:09:38,24.95,0.0419,0.033534,0.0402,24.3,-4.06,+8.35,avoided small loss,
BIO/USDT,2026-04-30 07:09:39,24.95,0.0419,0.033534,0.0402,24.3,-4.06,+8.35,avoided small loss,
BIO/USDT,2026-04-30 07:40:12,29.87,0.0438,0.033725,0.04,24.4,-8.68,+3.65,avoided medium loss (5-10%),
BIO/USDT,2026-04-30 07:40:13,29.87,0.0438,0.033725,0.04,24.4,-8.68,+3.65,avoided medium loss (5-10%),
BIO/USDT,2026-04-30 08:10:46,26.12,0.0439,0.034807,0.04,24.4,-8.88,+3.42,avoided medium loss (5-10%),
BIO/USDT,2026-04-30 08:10:46,26.12,0.0439,0.034807,0.04,24.4,-8.88,+3.42,avoided medium loss (5-10%),
BIO/USDT,2026-04-30 08:41:19,25.65,0.0437,0.034778,0.0404,24.4,-7.55,+3.89,avoided medium loss (5-10%),
BIO/USDT,2026-04-30 08:41:20,25.65,0.0437,0.034778,0.0404,24.4,-7.55,+3.89,avoided medium loss (5-10%),
